moradia_classe;moradia_zoneamento;rua_tipo;lote_formato;terreno_contorno;utilidades;lote_config;terreno_declive;vizinhanca;condicao_1;condicao_2;geral_qualidade;geral_condicao;telhado_estilo;telhado_material;exterior_cobertura_1;alvenaria_tipo;exterior_qualidade;exterior_condicao;fundacao_tipo;porao_num_banheiros_lavabos;aquecimento_tipo;aquecimento_qualidade_condicao;ar_condicionado_central;sistema_eletrico_tipo;acima_solo_num_cozinhas;cozinha_qualidade;funcional;entrada_veiculo_pavimentada;venda_tipo;lote_area;construcao_ano;remodelacao_ano;alvenaria_area;porao_area_com_acabamento_1;porao_area_com_acabamento_2;porao_area_sem_acabamento;porao_num_banheiros;primeiro_andar_area;segundo_andar_area;acima_solo_num_banheiros;acima_solo_num_lavabos;acima_solo_num_quartos;acima_solo_num_comodos;total_num_lareiras;garagem_capacidade_carros;deck_madeira_area;varanda_aberta_area;varanda_fechada_area;venda_mes;venda_ano;venda_valor
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;Sawyer West;normal;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;boa;concreto derrramado;1;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;12361;1993;1993;85;860;0;86;0;964;838;2;1;3;8;1;4;450;92;0;5;2010;218000
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de metal;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;9938;1993;1994;246;750;0;300;1;1062;887;2;1;3;8;1;2;156;90;0;6;2010;236000
Outros;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;acima da média;acima da média;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;9069;1992;1992;0;747;0;189;1;996;0;1;0;2;5;0;2;120;0;0;4;2010;147000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;College Creek;normal;normal;muito boa;média;duas águas;telha padrão (composto);tapume de vinil;pedra;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;10475;2008;2008;72;0;0;1694;0;1694;0;2;0;3;7;0;3;160;33;0;2;2010;245350
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;College Creek;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;pedra;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;6762;2006;2006;24;686;0;501;1;1208;0;2;0;2;6;0;2;105;61;0;2;2010;206000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;College Creek;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;10402;2009;2009;0;0;0;1226;0;1226;0;2;0;3;6;0;3;0;36;0;5;2010;198900
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;College Creek;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;pedra;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;7360;2010;2010;80;24;0;1198;0;1222;0;2;0;2;6;0;2;0;54;0;3;2010;187000
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Sawyer West;normal;normal;boa;média;quadril;telha padrão (composto);madeirra compensada;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;12376;1990;1990;0;1470;0;203;1;1699;1523;3;0;5;11;2;3;367;0;0;5;2010;320000
050;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;acima da média;muito boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;N;WD;14235;1900;1993;0;0;0;676;0;831;614;2;0;3;6;0;2;0;59;0;3;2010;138500
dividida ou multinível;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Outros;normal;normal;acima da média;boa;duas águas;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8816;1971;1971;80;504;0;506;1;1052;0;1;0;3;6;0;2;0;0;0;6;2010;155000
Outros;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;College Creek;normal;normal;média;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;boa;concreto derrramado;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;11105;1996;1996;0;870;0;0;1;965;0;1;0;2;4;0;2;71;0;0;7;2010;159000
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;College Creek;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9337;1997;1998;0;353;0;525;0;892;800;2;1;3;8;1;2;0;39;0;4;2010;191000
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;College Creek;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;8750;1998;1998;116;505;0;299;0;804;878;2;1;3;7;0;2;0;77;0;6;2010;200500
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;Outros;declive leve;College Creek;normal;normal;média;muito boa;duas águas;telha padrão (composto);placa de cimento;nenhum;boa;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;15240;1977;2004;0;198;688;140;1;1026;0;1;1;3;5;0;1;316;85;0;6;2010;150000
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;Outros;declive leve;College Creek;normal;normal;acima da média;boa;duas águas;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;10900;1977;1977;153;378;0;311;0;689;703;1;1;3;6;0;1;0;36;0;3;2010;161750
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;College Creek;normal;normal;média;acima da média;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;10650;1976;1976;0;182;712;0;1;894;0;1;0;3;5;0;1;365;0;0;2;2010;128200
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;College Creek;normal;normal;média;acima da média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;7480;1972;1972;0;480;0;396;1;876;0;1;0;3;5;0;2;0;0;0;6;2010;127000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;College Creek;normal;normal;muito boa;média;quadril;telha padrão (composto);placa de cimento;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;10389;2003;2003;320;1682;0;296;1;1978;0;2;1;3;8;1;3;188;25;0;5;2010;318000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;College Creek;normal;normal;muito boa;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;11423;2001;2002;479;1358;0;223;1;1601;0;2;0;3;6;1;2;180;0;0;5;2010;272000
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;College Creek;normal;normal;boa;acima da média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;9548;2003;2003;223;483;0;458;1;941;888;2;1;3;7;1;2;192;39;0;1;2010;237000
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;College Creek;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;9375;1997;1997;0;0;0;1040;0;1044;1054;2;1;4;9;1;2;331;38;0;4;2010;240000
020;Residencial baixa densidade;pavimentada;Outros;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;College Creek;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;12137;1998;1998;442;0;0;1649;0;1661;0;2;0;3;6;0;2;0;34;0;5;2010;224900
desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos);Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;College Creek;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;4435;2003;2003;170;672;0;176;1;848;0;1;0;1;4;0;2;140;0;0;4;2010;143750
desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos);Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;College Creek;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;4426;2004;2004;169;662;0;186;1;848;0;1;0;1;3;0;2;160;0;0;5;2010;143000
020;Residencial baixa densidade;pavimentada;Outros;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;Outros;declive leve;College Creek;normal;normal;muito boa;média;quadril;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;10635;2003;2003;171;370;972;315;1;1668;0;2;0;3;8;1;2;0;262;0;5;2010;232000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;College Creek;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;8400;2004;2005;109;712;0;761;1;1484;0;2;0;3;7;0;2;0;35;0;5;2010;213000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;Outros;declive leve;College Creek;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;8773;2004;2004;98;24;0;1390;0;1414;0;2;0;3;6;0;2;132;105;0;5;2010;185500
030;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive moderado;Edwards;adjacente a rua alimentadora;normal;Outros;acima da média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;média;N;disjuntores padrão e Romex;1;média;Outros;N;Outros;8777;1945;2007;0;0;0;0;0;640;0;1;0;2;5;0;1;0;0;0;4;2010;84900
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Edwards;normal;normal;média;acima da média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;Outros;8842;1954;1954;0;0;0;381;0;992;0;1;0;3;6;0;1;60;0;56;1;2010;155891
duplex - todas os estilos e idades;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;média;média;quadril;telha padrão (composto);Outros;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;N;disjuntores padrão e Romex;2;média;funcionalidade típica;Y;WD;9825;1965;1965;0;0;0;0;0;1664;0;2;0;4;8;0;0;0;0;0;5;2010;1e+05
020;Residencial baixa densidade;pavimentada;levemente irregular;depressão;todas as utilidades p\u00fablicas;rua sem saída;declive leve;Edwards;normal;normal;média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;10044;1968;1968;0;1070;0;126;1;1196;0;1;0;3;6;0;1;257;0;168;6;2010;144000
050;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;abaixo da média;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;N;Outros;1;Outros;funcionalidade típica;parcialmente pavimentada;WD;11792;1948;1950;0;0;0;744;0;792;328;1;0;2;5;0;2;0;0;0;6;2010;64000
dividida ou multinível;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;acima da média;acima da média;duas águas;telha padrão (composto);madeirra compensada;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6305;1975;1975;0;528;0;480;1;1096;0;1;0;3;5;1;1;0;0;0;6;2010;125200
dividida ou multinível;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;acima da média;média;duas águas;telha padrão (composto);madeirra compensada;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;7819;1976;1976;0;422;127;480;1;1117;0;1;0;3;6;1;2;144;0;0;3;2010;107000
020;Residencial baixa densidade;pavimentada;regular;encosta;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;abaixo da média;média;quadril;telha padrão (composto);Outros;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6410;1958;1958;0;0;0;960;0;960;0;1;0;3;5;0;0;0;0;0;5;2010;90000
020;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Edwards;normal;normal;abaixo da média;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8546;2003;2004;0;0;0;1121;0;1121;0;2;0;2;5;0;2;132;64;0;3;2010;140000
050;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;acima da média;abaixo da média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;8741;1945;1950;0;94;0;641;0;798;689;1;1;3;7;1;1;0;140;0;4;2010;113000
Outros;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;abaixo da média;abaixo da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;Outros;tijolo e telha;0;Outros;regular;N;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;Outros;funcionalidade típica;Y;WD;12180;1941;1950;0;348;0;324;1;672;252;1;0;2;5;0;1;0;0;0;7;2010;80000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive moderado;Edwards;normal;normal;média;acima da média;quadril;telha padrão (composto);placa dura;pedra;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;Outros;Y;WD;8562;1957;2002;145;383;0;833;0;1526;0;1;0;4;7;1;1;116;78;0;5;2010;144500
